date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:02	178632/178632	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixd/5.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixd/5.gif	(from http://mikekus.com/portfolio/mixd/)
11:08:07	126263/126263	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixd/6.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixd/6.jpg	(from http://mikekus.com/portfolio/mixd/)
11:08:08	5195/5195	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2257ebfeed-144b%22	http://mikekus.com/portfolio/index.html	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/index.86.delayed	(from http://mikekus.com/portfolio/future-insights/)
11:08:10	45297/45297	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/future-insights/3.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/future-insights/3.gif	(from http://mikekus.com/portfolio/future-insights/)
11:08:31	136847/136847	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/1.gif	(from http://mikekus.com/portfolio/shopify/)
11:08:53	391874/391874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/future-insights/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/future-insights/2.jpg	(from http://mikekus.com/portfolio/future-insights/)
11:08:54	137227/137227	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/3.jpg	(from http://mikekus.com/portfolio/shopify/)
11:09:09	96328/96328	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/4.jpg	(from http://mikekus.com/portfolio/shopify/)
11:09:19	152431/152431	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/5.jpg	(from http://mikekus.com/portfolio/shopify/)
11:09:21	585351/585351	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/future-insights/1.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/future-insights/1.png	(from http://mikekus.com/portfolio/future-insights/)
11:09:25	34004/34004	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixture/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixture/1.gif	(from http://mikekus.com/portfolio/mixture/)
11:09:28	117799/117799	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/6.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/6.jpg	(from http://mikekus.com/portfolio/shopify/)
11:09:31	15485/15485	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixture/4.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixture/4.gif	(from http://mikekus.com/portfolio/mixture/)
11:09:31	36036/36036	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixture/3.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixture/3.gif	(from http://mikekus.com/portfolio/mixture/)
11:09:36	95422/95422	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixture/2.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixture/2.gif	(from http://mikekus.com/portfolio/mixture/)
11:09:44	74989/74989	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/create-dm/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/create-dm/1.gif	(from http://mikekus.com/portfolio/create-dm/)
11:09:46	85652/85652	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/create-dm/2.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/create-dm/2.gif	(from http://mikekus.com/portfolio/create-dm/)
11:09:47	70975/70975	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/create-dm/3.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/create-dm/3.gif	(from http://mikekus.com/portfolio/create-dm/)
11:10:28	875845/875845	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/2.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/2.png	(from http://mikekus.com/portfolio/shopify/)
11:10:28	275237/275237	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/create-dm/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/create-dm/4.jpg	(from http://mikekus.com/portfolio/create-dm/)
11:10:55	418095/418095	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/smashing/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/smashing/2.jpg	(from http://mikekus.com/portfolio/smashing/)
11:11:49	499930/499930	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/smashing/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/smashing/3.jpg	(from http://mikekus.com/portfolio/smashing/)
11:11:54	524861/524861	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/smashing/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/smashing/4.jpg	(from http://mikekus.com/portfolio/smashing/)
11:12:36	628103/628103	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/smashing/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/smashing/5.jpg	(from http://mikekus.com/portfolio/smashing/)
11:12:56	416365/416365	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/berocca/home.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/berocca/home.png	(from http://mikekus.com/portfolio/berocca/)
11:13:03	428413/428413	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/berocca/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/berocca/2.jpg	(from http://mikekus.com/portfolio/berocca/)
11:13:35	237071/237071	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/berocca/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/berocca/5.jpg	(from http://mikekus.com/portfolio/berocca/)
11:13:39	392641/392641	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/berocca/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/berocca/4.jpg	(from http://mikekus.com/portfolio/berocca/)
11:13:40	224398/224398	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/olympics/1.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/olympics/1.png	(from http://mikekus.com/portfolio/olympics/)
11:13:42	459550/459550	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/berocca/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/berocca/3.jpg	(from http://mikekus.com/portfolio/berocca/)
11:14:14	210862/210862	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/olympics/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/olympics/2.jpg	(from http://mikekus.com/portfolio/olympics/)
11:14:16	209317/209317	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/olympics/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/olympics/4.jpg	(from http://mikekus.com/portfolio/olympics/)
11:14:17	226395/226395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/olympics/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/olympics/3.jpg	(from http://mikekus.com/portfolio/olympics/)
11:14:17	19630/19630	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/giftrocket/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/giftrocket/1.gif	(from http://mikekus.com/portfolio/giftrocket/)
11:14:23	41495/41495	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/giftrocket/2.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/giftrocket/2.gif	(from http://mikekus.com/portfolio/giftrocket/)
11:14:36	389430/389430	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/olympics/1.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/olympics/1.jpg	(from http://mikekus.com/portfolio/olympics/)
11:14:43	161766/161766	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/giftrocket/3.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/giftrocket/3.gif	(from http://mikekus.com/portfolio/giftrocket/)
11:14:46	173438/173438	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/giftrocket/4.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/giftrocket/4.gif	(from http://mikekus.com/portfolio/giftrocket/)
11:14:56	126571/126571	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/amazee/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/amazee/1.gif	(from http://mikekus.com/portfolio/amazee/)
11:15:04	259029/259029	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/giftrocket/5.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/giftrocket/5.gif	(from http://mikekus.com/portfolio/giftrocket/)
11:15:34	176633/176633	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/chirp/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/chirp/1.gif	(from http://mikekus.com/portfolio/chirp/)
11:15:42	368630/368630	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/amazee/2.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/amazee/2.gif	(from http://mikekus.com/portfolio/amazee/)
11:16:11	531457/531457	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/amazee/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/amazee/3.jpg	(from http://mikekus.com/portfolio/amazee/)
11:16:39	640187/640187	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/amazee/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/amazee/4.jpg	(from http://mikekus.com/portfolio/amazee/)
11:17:05	565135/565135	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/chirp/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/chirp/2.jpg	(from http://mikekus.com/portfolio/chirp/)
11:17:09	182157/182157	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/microsoft/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/microsoft/1.gif	(from http://mikekus.com/portfolio/microsoft/)
11:17:09	539555/539555	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/chirp/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/chirp/3.jpg	(from http://mikekus.com/portfolio/chirp/)
11:17:43	206765/206765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/microsoft/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/microsoft/3.jpg	(from http://mikekus.com/portfolio/microsoft/)
11:17:46	218446/218446	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/microsoft/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/microsoft/4.jpg	(from http://mikekus.com/portfolio/microsoft/)
11:17:50	279594/279594	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/microsoft/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/microsoft/2.jpg	(from http://mikekus.com/portfolio/microsoft/)
11:18:04	703381/703381	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/chirp/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/chirp/4.jpg	(from http://mikekus.com/portfolio/chirp/)
11:18:30	249332/249332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/twitter/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/twitter/2.jpg	(from http://mikekus.com/portfolio/twitter/)
11:18:34	320986/320986	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/microsoft/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/microsoft/5.jpg	(from http://mikekus.com/portfolio/microsoft/)
11:18:42	348297/348297	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/twitter/1.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/twitter/1.png	(from http://mikekus.com/portfolio/twitter/)
11:18:45	253834/253834	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/twitter/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/twitter/3.jpg	(from http://mikekus.com/portfolio/twitter/)
11:19:12	258563/258563	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/twitter/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/twitter/4.jpg	(from http://mikekus.com/portfolio/twitter/)
11:19:23	302587/302587	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/twitter/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/twitter/5.jpg	(from http://mikekus.com/portfolio/twitter/)
11:19:26	277209/277209	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/twitter/6.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/twitter/6.jpg	(from http://mikekus.com/portfolio/twitter/)
11:19:40	76315/76315	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/4.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:19:42	110810/110810	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/3.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:19:53	77021/77021	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/5.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:19:54	73587/73587	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/6.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/6.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:20:06	511656/511656	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/1.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/1.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:20:07	76339/76339	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/8.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/8.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:20:11	373178/373178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/2.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:20:11	115478/115478	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/graphic-design/7.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/graphic-design/7.jpg	(from http://mikekus.com/portfolio/graphic-design/)
11:20:17	69712/69712	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/1.gif	(from http://mikekus.com/portfolio/carsonified/)
11:20:38	192888/192888	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/2.jpg	(from http://mikekus.com/portfolio/carsonified/)
11:20:51	74784/74784	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/6.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/6.png	(from http://mikekus.com/portfolio/carsonified/)
11:21:03	326304/326304	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/3.jpg	(from http://mikekus.com/portfolio/carsonified/)
11:21:09	356290/356290	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/4.jpg	(from http://mikekus.com/portfolio/carsonified/)
11:21:10	113058/113058	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/7.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/7.png	(from http://mikekus.com/portfolio/carsonified/)
11:21:25	418657/418657	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/5.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/5.jpg	(from http://mikekus.com/portfolio/carsonified/)
11:21:25	135302/135302	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/carsonified/8.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/carsonified/8.png	(from http://mikekus.com/portfolio/carsonified/)
11:21:25	105359/105359	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/in-everyone/1.gif	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/in-everyone/1.gif	(from http://mikekus.com/portfolio/in-everyone/)
11:21:47	234380/234380	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/in-everyone/2.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/in-everyone/2.jpg	(from http://mikekus.com/portfolio/in-everyone/)
11:22:03	273713/273713	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/in-everyone/3.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/in-everyone/3.jpg	(from http://mikekus.com/portfolio/in-everyone/)
11:22:08	1326080/1326080	UR-M--	200	added ('Partial%20Content')	image/png	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/smashing/1.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/smashing/1.png	(from http://mikekus.com/portfolio/smashing/)
11:22:12	439290/439290	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/in-everyone/4.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/in-everyone/4.jpg	(from http://mikekus.com/portfolio/in-everyone/)
11:22:13	11655/11655	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/js/scripts.min.js	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/js/scripts.min.js	(from http://mikekus.com/)
